source_file,constant_key,quantity,value_raw,value_numeric,uncertainty_raw,uncertainty_numeric,unit_raw,selected_for_strong_pipeline,cleaning_note,cleaned_utc
nist_codata_2022_allascii_raw_benchmark_001.txt,angstrom_star,Angstrom star,1.000 014 95 e-10,1.00001495e-10,0.000 000 90 e-10,9e-17,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_constant,atomic mass constant,1.660 539 068 92 e-27,1.66053906892e-27,0.000 000 000 52 e-27,5.2e-37,kg,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_constant_energy_equivalent,atomic mass constant energy equivalent,1.492 418 087 68 e-10,1.49241808768e-10,0.000 000 000 46 e-10,4.6e-20,J,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_constant_energy_equivalent_MeV,atomic mass constant energy equivalent in MeV,931.494 103 72,931.49410372,0.000 000 29,2.9e-07,MeV,True,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_electron_volt_relationship,atomic mass unit-electron volt relationship,9.314 941 0372 e8,931494103.72,0.000 000 0029 e8,0.29,eV,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_hartree_relationship,atomic mass unit-hartree relationship,3.423 177 6922 e7,34231776.922,0.000 000 0011 e7,0.011,E_h,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_hertz_relationship,atomic mass unit-hertz relationship,2.252 342 721 85 e23,2.25234272185e+23,0.000 000 000 70 e23,70000000000000.0,Hz,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_inverse_meter_relationship,atomic mass unit-inverse meter relationship,7.513 006 6209 e14,751300662090000.0,0.000 000 0023 e14,230000.0,m^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_joule_relationship,atomic mass unit-joule relationship,1.492 418 087 68 e-10,1.49241808768e-10,0.000 000 000 46 e-10,4.6e-20,J,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_kelvin_relationship,atomic mass unit-kelvin relationship,1.080 954 020 67 e13,10809540206700.0,0.000 000 000 34 e13,3400.0,K,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_mass_unit_kilogram_relationship,atomic mass unit-kilogram relationship,1.660 539 068 92 e-27,1.66053906892e-27,0.000 000 000 52 e-27,5.2e-37,kg,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_1st_hyperpolarizability,atomic unit of 1st hyperpolarizability,3.206 361 2996 e-53,3.2063612996e-53,0.000 000 0015 e-53,1.5e-62,C^3 m^3 J^-2,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_2nd_hyperpolarizability,atomic unit of 2nd hyperpolarizability,6.235 379 9735 e-65,6.2353799735e-65,0.000 000 0039 e-65,3.9e-74,C^4 m^4 J^-3,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_action,atomic unit of action,1.054 571 817... e-34,1.054571817e-34,(exact),,J s,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_charge,atomic unit of charge,1.602 176 634 e-19,1.602176634e-19,(exact),,C,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_charge_density,atomic unit of charge density,1.081 202 386 77 e12,1081202386770.0,0.000 000 000 51 e12,510.0,C m^-3,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_current,atomic unit of current,6.623 618 237 5082 e-3,0.0066236182375082,0.000 000 000 0072 e-3,7.2e-15,A,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_dipole_mom,atomic unit of electric dipole mom.,8.478 353 6198 e-30,8.4783536198e-30,0.000 000 0013 e-30,1.3e-39,C m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_field,atomic unit of electric field,5.142 206 751 12 e11,514220675112.0,0.000 000 000 80 e11,80.0,V m^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_field_gradient,atomic unit of electric field gradient,9.717 362 4424 e21,9.7173624424e+21,0.000 000 0030 e21,3000000000000.0,V m^-2,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_polarizability,atomic unit of electric polarizability,1.648 777 272 12 e-41,1.64877727212e-41,0.000 000 000 51 e-41,5.1e-51,C^2 m^2 J^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_potential,atomic unit of electric potential,27.211 386 245 981,27.211386245981,0.000 000 000 030,3e-11,V,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_electric_quadrupole_mom,atomic unit of electric quadrupole mom.,4.486 551 5185 e-40,4.4865515185e-40,0.000 000 0014 e-40,1.4e-49,C m^2,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_energy,atomic unit of energy,4.359 744 722 2060 e-18,4.359744722206e-18,0.000 000 000 0048 e-18,4.8e-30,J,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_force,atomic unit of force,8.238 723 5038 e-8,8.2387235038e-08,0.000 000 0013 e-8,1.3e-17,N,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_length,atomic unit of length,5.291 772 105 44 e-11,5.29177210544e-11,0.000 000 000 82 e-11,8.2e-21,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_mag_dipole_mom,atomic unit of mag. dipole mom.,1.854 802 013 15 e-23,1.85480201315e-23,0.000 000 000 58 e-23,5.8e-33,J T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_mag_flux_density,atomic unit of mag. flux density,2.350 517 570 77 e5,235051.757077,0.000 000 000 73 e5,7.3e-05,T,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_magnetizability,atomic unit of magnetizability,7.891 036 5794 e-29,7.8910365794e-29,0.000 000 0049 e-29,4.9e-38,J T^-2,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_mass,atomic unit of mass,9.109 383 7139 e-31,9.1093837139e-31,0.000 000 0028 e-31,2.8e-40,kg,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_momentum,atomic unit of momentum,1.992 851 915 45 e-24,1.99285191545e-24,0.000 000 000 31 e-24,3.1e-34,kg m s^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_permittivity,atomic unit of permittivity,1.112 650 056 20 e-10,1.1126500562e-10,0.000 000 000 17 e-10,1.7e-20,F m^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_time,atomic unit of time,2.418 884 326 5864 e-17,2.4188843265864e-17,0.000 000 000 0026 e-17,2.6e-29,s,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,atomic_unit_of_velocity,atomic unit of velocity,2.187 691 262 16 e6,2187691.26216,0.000 000 000 34 e6,0.00034,m s^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,avogadro_constant,Avogadro constant,6.022 140 76 e23,6.02214076e+23,(exact),,mol^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_magneton,Bohr magneton,9.274 010 0657 e-24,9.2740100657e-24,0.000 000 0029 e-24,2.9e-33,J T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_magneton_in_ev_t,Bohr magneton in eV/T,5.788 381 7982 e-5,5.7883817982e-05,0.000 000 0018 e-5,1.8e-14,eV T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_magneton_in_hz_t,Bohr magneton in Hz/T,1.399 624 491 71 e10,13996244917.1,0.000 000 000 44 e10,4.4,Hz T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_magneton_in_inverse_meter_per_tesla,Bohr magneton in inverse meter per tesla,46.686 447 719,46.686447719,0.000 000 015,1.5e-08,m^-1 T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_magneton_in_k_t,Bohr magneton in K/T,0.671 713 814 72,0.67171381472,0.000 000 000 21,2.1e-10,K T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,bohr_radius,Bohr radius,5.291 772 105 44 e-11,5.29177210544e-11,0.000 000 000 82 e-11,8.2e-21,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,boltzmann_constant,Boltzmann constant,1.380 649 e-23,1.380649e-23,(exact),,J K^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,boltzmann_constant_in_ev_k,Boltzmann constant in eV/K,8.617 333 262... e-5,8.617333262e-05,(exact),,eV K^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,boltzmann_constant_in_hz_k,Boltzmann constant in Hz/K,2.083 661 912... e10,20836619120.0,(exact),,Hz K^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,boltzmann_constant_in_inverse_meter_per_kelvin,Boltzmann constant in inverse meter per kelvin,69.503 480 04...,69.50348004,(exact),,m^-1 K^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,characteristic_impedance_of_vacuum,characteristic impedance of vacuum,376.730 313 412,376.730313412,0.000 000 059,5.9e-08,ohm,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,classical_electron_radius,classical electron radius,2.817 940 3205 e-15,2.8179403205e-15,0.000 000 0013 e-15,1.3e-24,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,compton_wavelength,Compton wavelength,2.426 310 235 38 e-12,2.42631023538e-12,0.000 000 000 76 e-12,7.6e-22,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conductance_quantum,conductance quantum,7.748 091 729... e-5,7.748091729e-05,(exact),,S,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_ampere_90,conventional value of ampere-90,1.000 000 088 87...,1.00000008887,(exact),,A,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_coulomb_90,conventional value of coulomb-90,1.000 000 088 87...,1.00000008887,(exact),,C,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_farad_90,conventional value of farad-90,0.999 999 982 20...,0.9999999822,(exact),,F,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_henry_90,conventional value of henry-90,1.000 000 017 79...,1.00000001779,(exact),,H,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_josephson_constant,conventional value of Josephson constant,483 597.9 e9,483597900000000.0,(exact),,Hz V^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_ohm_90,conventional value of ohm-90,1.000 000 017 79...,1.00000001779,(exact),,ohm,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_volt_90,conventional value of volt-90,1.000 000 106 66...,1.00000010666,(exact),,V,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_von_klitzing_constant,conventional value of von Klitzing constant,25 812.807,25812.807,(exact),,ohm,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,conventional_value_of_watt_90,conventional value of watt-90,1.000 000 195 53...,1.00000019553,(exact),,W,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,copper_x_unit,Copper x unit,1.002 076 97 e-13,1.00207697e-13,0.000 000 28 e-13,2.8e-20,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_electron_mag_mom_ratio,deuteron-electron mag. mom. ratio,-4.664 345 550 e-4,-0.000466434555,0.000 000 012 e-4,1.2e-12,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_electron_mass_ratio,deuteron-electron mass ratio,3670.482 967 655,3670.482967655,0.000 000 063,6.3e-08,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_g_factor,deuteron g factor,0.857 438 2335,0.8574382335,0.000 000 0022,2.2e-09,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mag_mom,deuteron mag. mom.,4.330 735 087 e-27,4.330735087e-27,0.000 000 011 e-27,1.1e-35,J T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mag_mom_to_bohr_magneton_ratio,deuteron mag. mom. to Bohr magneton ratio,4.669 754 568 e-4,0.0004669754568,0.000 000 012 e-4,1.2e-12,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mag_mom_to_nuclear_magneton_ratio,deuteron mag. mom. to nuclear magneton ratio,0.857 438 2335,0.8574382335,0.000 000 0022,2.2e-09,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mass,deuteron mass,3.343 583 7768 e-27,3.3435837768e-27,0.000 000 0010 e-27,1e-36,kg,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mass_energy_equivalent,deuteron mass energy equivalent,3.005 063 234 91 e-10,3.00506323491e-10,0.000 000 000 94 e-10,9.4e-20,J,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mass_energy_equivalent_in_mev,deuteron mass energy equivalent in MeV,1875.612 945 00,1875.612945,0.000 000 58,5.8e-07,MeV,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_mass_in_u,deuteron mass in u,2.013 553 212 544,2.013553212544,0.000 000 000 015,1.5e-11,u,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_molar_mass,deuteron molar mass,2.013 553 214 66 e-3,0.00201355321466,0.000 000 000 63 e-3,6.3e-13,kg mol^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_neutron_mag_mom_ratio,deuteron-neutron mag. mom. ratio,-0.448 206 52,-0.44820652,0.000 000 11,1.1e-07,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_proton_mag_mom_ratio,deuteron-proton mag. mom. ratio,0.307 012 209 30,0.3070122093,0.000 000 000 79,7.9e-10,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_proton_mass_ratio,deuteron-proton mass ratio,1.999 007 501 2699,1.9990075012699,0.000 000 000 0084,8.4e-12,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_relative_atomic_mass,deuteron relative atomic mass,2.013 553 212 544,2.013553212544,0.000 000 000 015,1.5e-11,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,deuteron_rms_charge_radius,deuteron rms charge radius,2.127 78 e-15,2.12778e-15,0.000 27 e-15,2.7e-19,m,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_charge_to_mass_quotient,electron charge to mass quotient,-1.758 820 008 38 e11,-175882000838.0,0.000 000 000 55 e11,55.0,C kg^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_deuteron_mag_mom_ratio,electron-deuteron mag. mom. ratio,-2143.923 4921,-2143.9234921,0.000 0056,5.6e-06,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_deuteron_mass_ratio,electron-deuteron mass ratio,2.724 437 107 629 e-4,0.0002724437107629,0.000 000 000 047 e-4,4.7e-15,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_g_factor,electron g factor,-2.002 319 304 360 92,-2.00231930436092,0.000 000 000 000 36,3.6e-13,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_gyromag_ratio,electron gyromag. ratio,1.760 859 627 84 e11,176085962784.0,0.000 000 000 55 e11,55.0,s^-1 T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_gyromag_ratio_in_mhz_t,electron gyromag. ratio in MHz/T,28 024.951 3861,28024.9513861,0.000 0087,8.7e-06,MHz T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_helion_mass_ratio,electron-helion mass ratio,1.819 543 074 649 e-4,0.0001819543074649,0.000 000 000 053 e-4,5.3e-15,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mag_mom,electron mag. mom.,-9.284 764 6917 e-24,-9.2847646917e-24,0.000 000 0029 e-24,2.9e-33,J T^-1,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mag_mom_anomaly,electron mag. mom. anomaly,1.159 652 180 46 e-3,0.00115965218046,0.000 000 000 18 e-3,1.8e-13,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mag_mom_to_bohr_magneton_ratio,electron mag. mom. to Bohr magneton ratio,-1.001 159 652 180 46,-1.00115965218046,0.000 000 000 000 18,1.8e-13,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mag_mom_to_nuclear_magneton_ratio,electron mag. mom. to nuclear magneton ratio,-1838.281 971 877,-1838.281971877,0.000 000 032,3.2e-08,,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mass,electron mass,9.109 383 7139 e-31,9.1093837139e-31,0.000 000 0028 e-31,2.8e-40,kg,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
nist_codata_2022_allascii_raw_benchmark_001.txt,electron_mass_energy_equivalent,electron mass energy equivalent,8.187 105 7880 e-14,8.187105788e-14,0.000 000 0026 e-14,2.6e-23,J,False,NIST CODATA 2022 allascii parsed by two-or-more-space separation.,2026-06-02T17:49:57+00:00
