target_id,source_id,member_name,output_file,extracted,reason,numeric_count_preview,has_keyword,size_bytes,sha256,created_utc
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_20.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_20.eps,True,data_suffix_or_keyword_or_numeric_dense,13292,False,74954,7726c40c1afd73c6cedafba248f0b97a0091a12efa2dad08c89d1ad3bd97c8a4,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_21.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_21.eps,True,data_suffix_or_keyword_or_numeric_dense,5900,True,48865,bd1c63721c3fe7651dd5d620f46e476c2b9ddeeb7fb6415ea9ca21987c4c1af8,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_22.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_22.eps,True,data_suffix_or_keyword_or_numeric_dense,922,False,10895,ef8169f339ffb4631a4f5d8378abedeb47eb9f4e085bae9d6ec69cd1b8af139e,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_23.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_23.eps,True,data_suffix_or_keyword_or_numeric_dense,812,False,9655,c5f9b71eb23a0f2b79c80cfa294c644f88a2f387c9b0d554667252df392555e3,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_24.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_24.eps,True,data_suffix_or_keyword_or_numeric_dense,3377,False,25093,8d4f266a6b47b5ef7d11ecc1b85454a5e6248afd4d80da22adeec37b760f880a,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_25.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_25.eps,True,data_suffix_or_keyword_or_numeric_dense,2833,False,26330,10adc0c303995f7644cbd7d21a2c590acd3f4901ddf00b11c1869604a06ceff3,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_26.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_26.eps,True,data_suffix_or_keyword_or_numeric_dense,2073,False,22966,d99a12616c99c1c3c1a0c073c2b16f723013eafaee4a442fa1b0589ca43a7409,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_journal.tex,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_journal.tex,True,data_suffix_or_keyword_or_numeric_dense,9020,True,198556,57542ec1fe7c256043813b29a1c5eb15713c8fc9f6470c2d2d5cb3ccaf68e1aa,2026-06-03T07:26:13+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,PITHA97-27.tex,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\PITHA97-27.tex,True,data_suffix_or_keyword_or_numeric_dense,2663,True,105763,e27f35bf4e89ffc39ee20419e0bf1ad017b78029ddf731f0f25b1e8827bb3514,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,as.22-172gev.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\as.22-172gev.f.eps,True,data_suffix_or_keyword_or_numeric_dense,3708,False,24607,79356e57ac34efa8b81e6d5a8e91941769e7109ed0bc723305399931c3f61189,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,as.35+44gev_jade+opal.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\as.35_44gev_jade_opal.f.eps,True,data_suffix_or_keyword_or_numeric_dense,3150,False,26582,369e0c7f87fd3a3945810e3c7a027c3ee391e0cc69ec7469df2bac052954e043,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bt.e35.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bt.e35.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1877,False,16752,c49530f90670c49cf7856011073ac8d4eae3c360246ad3219e8385a4e742bc94,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bt.e44.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bt.e44.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1901,False,16953,ace127dc71c282f5622e4909495ca87e249915b0260a8df27432527167aba633,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bt.fit35.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bt.fit35.d.eps,True,data_suffix_or_keyword_or_numeric_dense,2046,False,17957,a000798a14dc08de938380db62cdd59d1cf664bd663757c530c8a266f842cc14,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bt.fit44.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bt.fit44.d.eps,True,data_suffix_or_keyword_or_numeric_dense,2071,False,18132,77ec66bd3fdcf52aef22a3026dbddabf22fea3bccdfb50fe462575fa628f8ef3,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bw.e35.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bw.e35.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1791,False,16224,b879c1ba434c14b385afb58283f4e94b617a47e7d9847992ce5d74aabd102666,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bw.e44.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bw.e44.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1824,False,16427,248ae80fea48fd543de13342fc5074e5a909a13b743230fb2428b44272daea31,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bw.fit35.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bw.fit35.d.eps,True,data_suffix_or_keyword_or_numeric_dense,1928,False,17336,7269095b8ee6cd7779285a3fbdb488610768a62f89d7a4f9c2fdf6809a2e63b5,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,bw.fit44.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\bw.fit44.d.eps,True,data_suffix_or_keyword_or_numeric_dense,1957,False,17496,f3f54776e4780a018e49b1671aa32a265b4d0ce0c37952646b80e42b282b5e09,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,d2.e35+44_cor.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\d2.e35_44_cor.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1774,False,16479,42915d8d29db9713b46592d435b926e08e4b1f324df28f35172f792e11419c2e,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,d2.fit22.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\d2.fit22.f.eps,True,data_suffix_or_keyword_or_numeric_dense,3044,False,21921,5d2e35301178129f1a9f335d2b83f7575f84c1238da959ae490626b88043c79a,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,d2.fit35.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\d2.fit35.d.eps,True,data_suffix_or_keyword_or_numeric_dense,2001,False,18088,ccc34ebb3bfcdac395dd1a08eeba933ddc9cd32c28bd17f7f2dda421fa2ab166,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,d2.fit44.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\d2.fit44.d.eps,True,data_suffix_or_keyword_or_numeric_dense,2026,False,18264,b2842a32f52f48df76cff73ae169f75f0863b5d21d82e92a956fb23d7443e5b2,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,j2d.e22.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\j2d.e22.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,2019,False,17911,9e84adf57f1eef5daa06f4070c1c97e7a3b949c812a016b55aaf164d61c9f5a5,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,j2d.e35.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\j2d.e35.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1918,False,17293,a38a5f24dc1b2161cb493bc5d58ac77bc1ae77b04db42d1ebe0726e445828aef,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,j2d.e35.data_jt63_detector.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\j2d.e35.data_jt63_detector.d.eps,True,data_suffix_or_keyword_or_numeric_dense,1779,False,16735,02d1d53681e2ef4151ee7f4ebb19706e730bd1293491ebb05604cd2963d454bf,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,j2d.e44.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\j2d.e44.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,1974,False,17657,ab2aeebe92f78666be40ac2daf149daf272c77a4e013e39d265ebbc0dfcaf020,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,j2d.e44.data_jt63_detector.d.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\j2d.e44.data_jt63_detector.d.eps,True,data_suffix_or_keyword_or_numeric_dense,1818,False,16977,0ac22373bb3a795c89a4b7019a0e6702fb37df7e8ce2aad01394bce251173833,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mean_bt.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mean_bt.eps,True,data_suffix_or_keyword_or_numeric_dense,2386,False,20516,ce43f94fc62d39b42c8adb19b08c648ff26bd71aceb4271baaafaaf27f870b28,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mean_bw.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mean_bw.eps,True,data_suffix_or_keyword_or_numeric_dense,2277,False,19628,b9c1067df237d299908e81220010d2c6804cc415f90b86a262a61e605fc8735f,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mean_mh.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mean_mh.eps,True,data_suffix_or_keyword_or_numeric_dense,2525,False,21408,c5352f504e13355e0527f6974a4b8459dd40e809f1fcb84b62ad7332e0a442b0,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mean_thrust.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mean_thrust.eps,True,data_suffix_or_keyword_or_numeric_dense,2829,True,23333,94294b57580c490081fab6b881c2c605589e3bba75418379bcb0319e0c8ae5bb,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mean_y3.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mean_y3.eps,True,data_suffix_or_keyword_or_numeric_dense,2092,False,18918,488a8b3d754c4e202e30e95742750f9994cd0c353c72b8d7db6ce4fbba822352,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mht.e35.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mht.e35.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,2012,False,18968,31a0e9a53405b04fc67d92054685ae1c8063be5602389c41be18121cf82e50e2,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mht.e44.data+jt63had.exp_sys.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mht.e44.data_jt63had.exp_sys.f.eps,True,data_suffix_or_keyword_or_numeric_dense,2046,False,19174,0bf7001c512c04f84465d32919b3ff011ba318714aa5129e669302b1a30e7818,2026-06-03T07:26:14+00:00
JADE_1997_ARXIV_SOURCE_ARCHIVE_001,JADE_EVENT_SHAPES_22_44GEV,mht.fit35.f.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\JADE_1997_ARXIV_SOURCE_ARCHIVE_001\mht.fit35.f.eps,True,data_suffix_or_keyword_or_numeric_dense,2201,False,20081,f8b2bb504a38da3ef0e8ae2ea7030b54a991f9cbe273edf5ed07a2b4e824f874,2026-06-03T07:26:14+00:00
